-3, nan, nan, -nan, nan, -nan, nan
-0.18, 2.88489, -2.14889, 1.96733, -1.96733, 1.96746, -1.96746
-0.174, 2.87503, -2.15665, 1.96949, -1.96949, 1.96962, -1.96962
-0.168, 2.86517, -2.16441, 1.97157, -1.97157, 1.9717, -1.9717
-0.162, 2.8553, -2.17216, 1.97358, -1.97358, 1.97371, -1.97371
-0.156, 2.84544, -2.17992, 1.97551, -1.97551, 1.97564, -1.97564
-0.15, 2.83557, -2.18768, 1.97737, -1.97737, 1.9775, -1.9775
-0.144, 2.82571, -2.19544, 1.97916, -1.97916, 1.97928, -1.97928
-0.138, 2.81585, -2.2032, 1.98086, -1.98086, 1.98099, -1.98099
-0.132, 2.80598, -2.21096, 1.9825, -1.9825, 1.98262, -1.98262
-0.126, 2.79612, -2.21872, 1.98406, -1.98406, 1.98418, -1.98418
-0.12, 2.78625, -2.22648, 1.98555, -1.98555, 1.98567, -1.98567
-0.114, 2.77639, -2.23424, 1.98696, -1.98696, 1.98708, -1.98708
-0.108, 2.76653, -2.242, 1.9883, -1.9883, 1.98842, -1.98842
-0.102, 2.75666, -2.24976, 1.98957, -1.98957, 1.98969, -1.98969
-0.096, 2.7468, -2.25751, 1.99076, -1.99076, 1.99089, -1.99089
-0.09, 2.73693, -2.26527, 1.99188, -1.99188, 1.99201, -1.99201
-0.084, 2.72707, -2.27303, 1.99293, -1.99293, 1.99305, -1.99305
-0.078, 2.71721, -2.28079, 1.99391, -1.99391, 1.99403, -1.99403
-0.072, 2.70734, -2.28855, 1.99481, -1.99481, 1.99493, -1.99493
-0.066, 2.69748, -2.29631, 1.99564, -1.99564, 1.99576, -1.99576
-0.06, 2.68761, -2.30407, 1.9964, -1.9964, 1.99652, -1.99652
-0.054, 2.67775, -2.31183, 1.99708, -1.99708, 1.9972, -1.9972
-0.048, 2.66789, -2.31959, 1.99769, -1.99769, 1.99782, -1.99782
-0.042, 2.65802, -2.32735, 1.99824, -1.99824, 1.99836, -1.99836
-0.036, 2.64816, -2.3351, 1.9987, -1.9987, 1.99883, -1.99883
-0.03, 2.63829, -2.34286, 1.9991, -1.9991, 1.99922, -1.99922
-0.024, 2.62843, -2.35062, 1.99942, -1.99942, 1.99955, -1.99955
-0.018, 2.61856, -2.35838, 1.99968, -1.99968, 1.9998, -1.9998
-0.012, 2.6087, -2.36614, 1.99986, -1.99986, 1.99998, -1.99998
-0.006, 2.59884, -2.3739, 1.99996, -1.99996, 2.00009, -2.00009
0, 2.58897, -2.38166, 2, -2, 2.00012, -2.00012
0.006, 2.57911, -2.38942, 1.99996, -1.99996, 2.00009, -2.00009
0.012, 2.56924, -2.39718, 1.99986, -1.99986, 1.99998, -1.99998
0.018, 2.55938, -2.40494, 1.99968, -1.99968, 1.9998, -1.9998
0.024, 2.54952, -2.4127, 1.99942, -1.99942, 1.99955, -1.99955
0.03, 2.53965, -2.42045, 1.9991, -1.9991, 1.99922, -1.99922
0.036, 2.52979, -2.42821, 1.9987, -1.9987, 1.99883, -1.99883
0.042, 2.51992, -2.43597, 1.99824, -1.99824, 1.99836, -1.99836
0.048, 2.51006, -2.44373, 1.99769, -1.99769, 1.99782, -1.99782
0.054, 2.5002, -2.45149, 1.99708, -1.99708, 1.9972, -1.9972
0.06, 2.49033, -2.45925, 1.9964, -1.9964, 1.99652, -1.99652
0.066, 2.48047, -2.46701, 1.99564, -1.99564, 1.99576, -1.99576
0.072, 2.4706, -2.47477, 1.99481, -1.99481, 1.99493, -1.99493
0.078, 2.46074, -2.48253, 1.99391, -1.99391, 1.99403, -1.99403
0.084, 2.45088, -2.49029, 1.99293, -1.99293, 1.99305, -1.99305
0.09, 2.44101, -2.49804, 1.99188, -1.99188, 1.99201, -1.99201
0.096, 2.43115, -2.5058, 1.99076, -1.99076, 1.99089, -1.99089
0.102, 2.42128, -2.51356, 1.98957, -1.98957, 1.98969, -1.98969
0.108, 2.41142, -2.52132, 1.9883, -1.9883, 1.98842, -1.98842
0.114, 2.40156, -2.52908, 1.98696, -1.98696, 1.98708, -1.98708
0.12, 2.39169, -2.53684, 1.98555, -1.98555, 1.98567, -1.98567
0.126, 2.38183, -2.5446, 1.98406, -1.98406, 1.98418, -1.98418
0.132, 2.37196, -2.55236, 1.9825, -1.9825, 1.98262, -1.98262
0.138, 2.3621, -2.56012, 1.98086, -1.98086, 1.98099, -1.98099
0.144, 2.35223, -2.56788, 1.97916, -1.97916, 1.97928, -1.97928
0.15, 2.34237, -2.57563, 1.97737, -1.97737, 1.9775, -1.9775
0.156, 2.33251, -2.58339, 1.97551, -1.97551, 1.97564, -1.97564
0.162, 2.32264, -2.59115, 1.97358, -1.97358, 1.97371, -1.97371
0.168, 2.31278, -2.59891, 1.97157, -1.97157, 1.9717, -1.9717
0.174, 2.30291, -2.60667, 1.96949, -1.96949, 1.96962, -1.96962
0.18, 2.29305, -2.61443, 1.96733, -1.96733, 1.96746, -1.96746
0.186, 2.28319, -2.62219, 1.9651, -1.9651, 1.96522, -1.96522
0.192, 2.27332, -2.62995, 1.96279, -1.96279, 1.96291, -1.96291
0.198, 2.26346, -2.63771, 1.9604, -1.9604, 1.96053, -1.96053
0.204, 2.25359, -2.64547, 1.95794, -1.95794, 1.95807, -1.95807
0.21, 2.24373, -2.65323, 1.9554, -1.9554, 1.95553, -1.95553
0.216, 2.23387, -2.66098, 1.95279, -1.95279, 1.95291, -1.95291
0.222, 2.224, -2.66874, 1.95009, -1.95009, 1.95022, -1.95022
0.228, 2.21414, -2.6765, 1.94732, -1.94732, 1.94745, -1.94745
0.234, 2.20427, -2.68426, 1.94447, -1.94447, 1.9446, -1.9446
0.24, 2.19441, -2.69202, 1.94155, -1.94155, 1.94167, -1.94167
0.246, 2.18455, -2.69978, 1.93854, -1.93854, 1.93867, -1.93867
0.252, 2.17468, -2.70754, 1.93545, -1.93545, 1.93558, -1.93558
0.258, 2.16482, -2.7153, 1.93229, -1.93229, 1.93242, -1.93242
0.264, 2.15495, -2.72306, 1.92905, -1.92905, 1.92917, -1.92917
0.27, 2.14509, -2.73082, 1.92572, -1.92572, 1.92585, -1.92585
0.276, 2.13522, -2.73857, 1.92232, -1.92232, 1.92244, -1.92244
0.282, 2.12536, -2.74633, 1.91883, -1.91883, 1.91896, -1.91896
0.288, 2.1155, -2.75409, 1.91526, -1.91526, 1.91539, -1.91539
0.294, 2.10563, -2.76185, 1.91161, -1.91161, 1.91174, -1.91174
0.3, 2.09577, -2.76961, 1.90788, -1.90788, 1.90801, -1.90801
0.306, 2.0859, -2.77737, 1.90406, -1.90406, 1.90419, -1.90419
0.312, 2.07604, -2.78513, 1.90016, -1.90016, 1.90029, -1.90029
0.318, 2.06618, -2.79289, 1.89618, -1.89618, 1.89631, -1.89631
0.324, 2.05631, -2.80065, 1.89211, -1.89211, 1.89224, -1.89224
0.33, 2.04645, -2.80841, 1.88796, -1.88796, 1.88809, -1.88809
0.336, 2.03658, -2.81617, 1.88372, -1.88372, 1.88385, -1.88385
0.342, 2.02672, -2.82392, 1.8794, -1.8794, 1.87953, -1.87953
0.348, 2.01686, -2.83168, 1.87499, -1.87499, 1.87512, -1.87512
0.354, 2.00699, -2.83944, 1.87049, -1.87049, 1.87062, -1.87062
0.36, 1.99713, -2.8472, 1.8659, -1.8659, 1.86604, -1.86604
0.366, 1.98726, -2.85496, 1.86123, -1.86123, 1.86136, -1.86136
0.372, 1.9774, -2.86272, 1.85647, -1.85647, 1.8566, -1.8566
0.378, 1.96754, -2.87048, 1.85161, -1.85161, 1.85174, -1.85174
0.384, 1.95767, -2.87824, 1.84667, -1.84667, 1.8468, -1.8468
0.39, 1.94781, -2.886, 1.84163, -1.84163, 1.84176, -1.84176
0.396, 1.93794, -2.89376, 1.8365, -1.8365, 1.83663, -1.83663
0.402, 1.92808, -2.90151, 1.83128, -1.83128, 1.83141, -1.83141
0.408, 1.91822, -2.90927, 1.82596, -1.82596, 1.8261, -1.8261
0.414, 1.90835, -2.91703, 1.82055, -1.82055, 1.82069, -1.82069
0.42, 1.89849, -2.92479, 1.81505, -1.81505, 1.81518, -1.81518
0.426, 1.88862, -2.93255, 1.80945, -1.80945, 1.80958, -1.80958
0.432, 1.87876, -2.94031, 1.80375, -1.80375, 1.80388, -1.80388
0.438, 1.86889, -2.94807, 1.79795, -1.79795, 1.79809, -1.79809
0.444, 1.85903, -2.95583, 1.79205, -1.79205, 1.79219, -1.79219
0.45, 1.84917, -2.96359, 1.78606, -1.78606, 1.78619, -1.78619
0.456, 1.8393, -2.97135, 1.77996, -1.77996, 1.7801, -1.7801
0.462, 1.82944, -2.97911, 1.77376, -1.77376, 1.7739, -1.7739
0.468, 1.81957, -2.98686, 1.76746, -1.76746, 1.7676, -1.7676
0.474, 1.80971, -2.99462, 1.76105, -1.76105, 1.76119, -1.76119
0.48, 1.79985, -3.00238, 1.75454, -1.75454, 1.75468, -1.75468
0.486, 1.78998, -3.01014, 1.74792, -1.74792, 1.74806, -1.74806
0.492, 1.78012, -3.0179, 1.74119, -1.74119, 1.74133, -1.74133
0.498, 1.77025, -3.02566, 1.73435, -1.73435, 1.73449, -1.73449
0.504, 1.76039, -3.03342, 1.72741, -1.72741, 1.72755, -1.72755
0.51, 1.75053, -3.04118, 1.72035, -1.72035, 1.72049, -1.72049
0.516, 1.74066, -3.04894, 1.71318, -1.71318, 1.71332, -1.71332
0.522, 1.7308, -3.0567, 1.70589, -1.70589, 1.70603, -1.70603
0.528, 1.72093, -3.06445, 1.69849, -1.69849, 1.69863, -1.69863
0.534, 1.71107, -3.07221, 1.69097, -1.69097, 1.69111, -1.69111
0.54, 1.70121, -3.07997, 1.68333, -1.68333, 1.68348, -1.68348
0.546, 1.69134, -3.08773, 1.67557, -1.67557, 1.67572, -1.67572
0.552, 1.68148, -3.09549, 1.66769, -1.66769, 1.66783, -1.66783
0.558, 1.67161, -3.10325, 1.65968, -1.65968, 1.65983, -1.65983
0.564, 1.66175, -3.11101, 1.65155, -1.65155, 1.6517, -1.6517
0.57, 1.65189, -3.11877, 1.64329, -1.64329, 1.64344, -1.64344
0.576, 1.64202, -3.12653, 1.6349, -1.6349, 1.63505, -1.63505
0.582, 1.63216, -3.13429, 1.62638, -1.62638, 1.62653, -1.62653
0.588, 1.62229, -3.14205, 1.61772, -1.61772, 1.61787, -1.61787
0.594, 1.61243, -3.1498, 1.60893, -1.60893, 1.60908, -1.60908
0.6, 1.60256, -3.15756, 1.6, -1.6, 1.60015, -1.60015
0.606, 1.5927, -3.16532, 1.59093, -1.59093, 1.59108, -1.59108
0.612, 1.58284, -3.17308, 1.58172, -1.58172, 1.58187, -1.58187
0.618, 1.57297, -3.18084, 1.57236, -1.57236, 1.57251, -1.57251
0.624, 1.56311, -3.1886, 1.56285, -1.56285, 1.563, -1.563
0.63, 1.55324, -3.19636, 1.55319, -1.55319, 1.55335, -1.55335
0.636, 1.54338, -3.20412, 1.54338, -1.54338, 1.54354, -1.54354
0.642, 1.53352, -3.21188, 1.53341, -1.53341, 1.53357, -1.53357
0.648, 1.52365, -3.21964, 1.52328, -1.52328, 1.52344, -1.52344
0.654, 1.51379, -3.22739, 1.51299, -1.51299, 1.51315, -1.51315
0.66, 1.50392, -3.23515, 1.50253, -1.50253, 1.50269, -1.50269
0.666, 1.49406, -3.24291, 1.4919, -1.4919, 1.49207, -1.49207
0.672, 1.4842, -3.25067, 1.4811, -1.4811, 1.48127, -1.48127
0.678, 1.47433, -3.25843, 1.47012, -1.47012, 1.47029, -1.47029
0.684, 1.46447, -3.26619, 1.45896, -1.45896, 1.45913, -1.45913
0.69, 1.4546, -3.27395, 1.44762, -1.44762, 1.44779, -1.44779
0.696, 1.44474, -3.28171, 1.43608, -1.43608, 1.43625, -1.43625
0.702, 1.43488, -3.28947, 1.42435, -1.42435, 1.42453, -1.42453
0.708, 1.42501, -3.29723, 1.41242, -1.41242, 1.4126, -1.4126
0.714, 1.41515, -3.30499, 1.40029, -1.40029, 1.40047, -1.40047
0.72, 1.40528, -3.31274, 1.38795, -1.38795, 1.38812, -1.38812
0.726, 1.39542, -3.3205, 1.37539, -1.37539, 1.37557, -1.37557
0.732, 1.38556, -3.32826, 1.36261, -1.36261, 1.36279, -1.36279
0.738, 1.37569, -3.33602, 1.3496, -1.3496, 1.34978, -1.34978
0.744, 1.36583, -3.34378, 1.33636, -1.33636, 1.33654, -1.33654
0.75, 1.35596, -3.35154, 1.32288, -1.32288, 1.32306, -1.32306
0.756, 1.3461, -3.3593, 1.30914, -1.30914, 1.30933, -1.30933
0.762, 1.33623, -3.36706, 1.29515, -1.29515, 1.29534, -1.29534
0.768, 1.32637, -3.37482, 1.2809, -1.2809, 1.28109, -1.28109
0.774, 1.31651, -3.38258, 1.26637, -1.26637, 1.26656, -1.26656
0.78, 1.30664, -3.39033, 1.25156, -1.25156, 1.25175, -1.25175
0.786, 1.29678, -3.39809, 1.23645, -1.23645, 1.23665, -1.23665
0.792, 1.28691, -3.40585, 1.22104, -1.22104, 1.22124, -1.22124
0.798, 1.27705, -3.41361, 1.20531, -1.20531, 1.20552, -1.20552
0.804, 1.26552, -3.42137, 1.18926, -1.18926, 1.18946, -1.18946
0.81, 1.24091, -3.42913, 1.17286, -1.17286, 1.17307, -1.17307
0.816, 1.2163, -3.43689, 1.1561, -1.1561, 1.15631, -1.15631
0.822, 1.1917, -3.44465, 1.13897, -1.13897, 1.13919, -1.13919
0.828, 1.16709, -3.45241, 1.12146, -1.12146, 1.12167, -1.12167
0.834, 1.14248, -3.46017, 1.10353, -1.10353, 1.10375, -1.10375
0.84, 1.11787, -3.46792, 1.08517, -1.08517, 1.0854, -1.0854
0.846, 1.09327, -3.47568, 1.06637, -1.06637, 1.06659, -1.06659
0.852, 1.06866, -3.48344, 1.04708, -1.04708, 1.04732, -1.04732
0.858, 1.04405, -3.4912, 1.0273, -1.0273, 1.02754, -1.02754
0.864, 1.01944, -3.49896, 1.00698, -1.00698, 1.00723, -1.00723
0.87, 0.994835, -3.50672, 0.986103, -0.986103, 0.986351, -0.986351
0.876, 0.970227, -3.51448, 0.964622, -0.964622, 0.964875, -0.964875
0.882, 0.945619, -3.52224, 0.942499, -0.942499, 0.942758, -0.942758
0.888, 0.921012, -3.53, 0.919687, -0.919687, 0.919952, -0.919952
0.894, 0.896404, -3.53776, 0.896134, -0.896134, 0.896406, -0.896406
0.9, 0.871796, -3.54552, 0.87178, -0.87178, 0.87206, -0.87206
0.906, 0.847189, -3.55327, 0.846555, -0.846555, 0.846844, -0.846844
0.912, 0.822581, -3.56103, 0.82038, -0.82038, 0.820678, -0.820678
0.918, 0.797973, -3.56879, 0.793161, -0.793161, 0.793469, -0.793469
0.924, 0.773366, -3.57655, 0.764785, -0.764785, 0.765104, -0.765104
0.93, 0.748758, -3.58431, 0.735119, -0.735119, 0.735451, -0.735451
0.936, 0.72415, -3.59207, 0.704, -0.704, 0.704347, -0.704347
0.942, 0.699543, -3.59983, 0.671226, -0.671226, 0.671589, -0.671589
0.948, 0.674935, -3.60759, 0.636541, -0.636541, 0.636924, -0.636924
0.954, 0.650327, -3.61535, 0.599613, -0.599613, 0.60002, -0.60002
0.96, 0.625719, -3.62311, 0.56, -0.56, 0.560436, -0.560436
0.966, 0.601112, -3.63086, 0.517084, -0.517084, 0.517556, -0.517556
0.972, 0.576504, -3.63862, 0.469962, -0.469962, 0.470481, -0.470481
0.978, 0.551896, -3.64638, 0.41721, -0.41721, 0.417795, -0.417795
0.984, 0.527289, -3.65414, 0.356337, -0.356337, 0.357021, -0.357021
0.99, 0.502681, -3.6619, 0.282135, -0.282135, 0.282999, -0.282999
0.996, 0.478073, -3.66966, 0.178706, -0.178706, 0.180067, -0.180067
1.002, 0.453466, -3.67742, -nan, nan, -nan, nan
1.008, 0.428858, -3.68518, -nan, nan, -nan, nan
1.014, 0.40425, -3.69294, -nan, nan, -nan, nan
1.02, 0.379643, -3.7007, -nan, nan, -nan, nan
1.026, 0.355035, -3.70846, -nan, nan, -nan, nan
1.032, 0.330427, -3.71621, -nan, nan, -nan, nan
1.038, 0.305819, -3.72397, -nan, nan, -nan, nan
1.044, 0.281212, -3.73173, -nan, nan, -nan, nan
1.05, 0.256604, -3.73949, -nan, nan, -nan, nan
1.056, 0.231996, -3.74725, -nan, nan, -nan, nan
1.062, 0.207389, -3.75501, -nan, nan, -nan, nan
1.068, 0.182781, -3.76277, -nan, nan, -nan, nan
1.074, 0.158173, -3.77053, -nan, nan, -nan, nan
1.08, 0.133566, -3.77829, -nan, nan, -nan, nan
1.086, 0.108958, -3.78605, -nan, nan, -nan, nan
1.092, 0.0843502, -3.7938, -nan, nan, -nan, nan
1.098, 0.0597426, -3.80156, -nan, nan, -nan, nan
1.104, 0.0351349, -3.80932, -nan, nan, -nan, nan
1.11, 0.0105272, -3.81708, -nan, nan, -nan, nan
1.116, -0.0140805, -3.82484, -nan, nan, -nan, nan
1.122, -0.0386882, -3.8326, -nan, nan, -nan, nan
1.128, -0.0632959, -3.84036, -nan, nan, -nan, nan
1.134, -0.0879036, -3.84812, -nan, nan, -nan, nan
1.14, -0.112511, -3.85588, -nan, nan, -nan, nan
1.146, -0.137119, -3.86364, -nan, nan, -nan, nan
1.152, -0.161727, -3.8714, -nan, nan, -nan, nan
1.158, -0.186334, -3.87915, -nan, nan, -nan, nan
1.164, -0.210942, -3.88691, -nan, nan, -nan, nan
1.17, -0.23555, -3.89467, -nan, nan, -nan, nan
1.176, -0.260157, -3.90243, -nan, nan, -nan, nan
1.182, -0.284765, -3.91019, -nan, nan, -nan, nan
1.188, -0.309373, -3.91795, -nan, nan, -nan, nan
1.194, -0.33398, -3.92571, -nan, nan, -nan, nan
1.2, -0.358588, -3.93347, -nan, nan, -nan, nan
1.206, -0.383196, -3.94123, -nan, nan, -nan, nan
1.212, -0.407804, -3.94899, -nan, nan, -nan, nan
1.218, -0.432411, -3.95674, -nan, nan, -nan, nan
1.224, -0.457019, -3.9645, -nan, nan, -nan, nan
1.23, -0.481627, -3.97226, -nan, nan, -nan, nan
1.236, -0.506234, -3.98002, -nan, nan, -nan, nan
1.242, -0.530842, -3.98778, -nan, nan, -nan, nan
1.248, -0.55545, -3.99554, -nan, nan, -nan, nan
1.254, -0.580057, -4.0033, -nan, nan, -nan, nan
1.26, -0.604665, -4.01106, -nan, nan, -nan, nan
1.266, -0.629273, -4.01882, -nan, nan, -nan, nan
1.272, -0.65388, -4.02658, -nan, nan, -nan, nan
1.278, -0.678488, -4.03434, -nan, nan, -nan, nan
1.284, -0.703096, -4.04209, -nan, nan, -nan, nan
1.29, -0.727704, -4.04985, -nan, nan, -nan, nan
1.296, -0.752311, -4.05761, -nan, nan, -nan, nan
1.302, -0.776919, -4.06537, -nan, nan, -nan, nan
1.308, -0.801527, -4.07313, -nan, nan, -nan, nan
1.314, -0.826134, -4.08089, -nan, nan, -nan, nan
1.32, -0.850742, -4.08865, -nan, nan, -nan, nan
1.326, -0.87535, -4.09641, -nan, nan, -nan, nan
1.332, -0.899957, -4.10417, -nan, nan, -nan, nan
1.338, -0.924565, -4.11193, -nan, nan, -nan, nan
1.344, -0.949173, -4.11968, -nan, nan, -nan, nan
1.35, -0.97378, -4.12744, -nan, nan, -nan, nan
1.356, -0.998388, -4.1352, -nan, nan, -nan, nan
1.362, -1.023, -4.14296, -nan, nan, -nan, nan
1.368, -1.0476, -4.15072, -nan, nan, -nan, nan
1.374, -1.07221, -4.15848, -nan, nan, -nan, nan
1.38, -1.09682, -4.16624, -nan, nan, -nan, nan
1.386, -1.12143, -4.174, -nan, nan, -nan, nan
1.392, -1.14603, -4.18176, -nan, nan, -nan, nan
1.398, -1.17064, -4.18952, -nan, nan, -nan, nan
1.404, -1.19525, -4.19728, -nan, nan, -nan, nan
1.41, -1.21986, -4.20503, -nan, nan, -nan, nan
1.416, -1.24447, -4.21279, -nan, nan, -nan, nan
1.422, -1.26907, -4.22055, -nan, nan, -nan, nan
1.428, -1.29368, -4.22831, -nan, nan, -nan, nan
1.434, -1.31829, -4.23607, -nan, nan, -nan, nan
1.44, -1.3429, -4.24383, -nan, nan, -nan, nan
1.446, -1.3675, -4.25159, -nan, nan, -nan, nan
1.452, -1.39211, -4.25935, -nan, nan, -nan, nan
1.458, -1.41672, -4.26711, -nan, nan, -nan, nan
1.464, -1.44133, -4.27487, -nan, nan, -nan, nan
1.47, -1.46593, -4.28262, -nan, nan, -nan, nan
1.476, -1.49054, -4.29038, -nan, nan, -nan, nan
1.482, -1.51515, -4.29814, -nan, nan, -nan, nan
1.488, -1.53976, -4.3059, -nan, nan, -nan, nan
1.494, -1.56437, -4.31366, -nan, nan, -nan, nan
1.5, -1.58897, -4.32142, -nan, nan, -nan, nan
1.506, -1.61358, -4.32918, -nan, nan, -nan, nan
1.512, -1.63819, -4.33694, -nan, nan, -nan, nan
1.518, -1.6628, -4.3447, -nan, nan, -nan, nan
1.524, -1.6874, -4.35246, -nan, nan, -nan, nan
1.53, -1.71201, -4.36022, -nan, nan, -nan, nan
1.536, -1.73662, -4.36797, -nan, nan, -nan, nan
1.542, -1.76123, -4.37573, -nan, nan, -nan, nan
1.548, -1.78583, -4.38349, -nan, nan, -nan, nan
1.554, -1.81044, -4.39125, -nan, nan, -nan, nan
1.56, -1.83505, -4.39901, -nan, nan, -nan, nan
1.566, -1.85966, -4.40677, -nan, nan, -nan, nan
1.572, -1.88427, -4.41453, -nan, nan, -nan, nan
1.578, -1.90887, -4.42229, -nan, nan, -nan, nan
1.584, -1.93348, -4.43005, -nan, nan, -nan, nan
1.59, -1.95809, -4.43781, -nan, nan, -nan, nan
1.596, -1.9827, -4.44556, -nan, nan, -nan, nan
1.602, -2.0073, -4.45332, -nan, nan, -nan, nan
1.608, -2.03191, -4.46108, -nan, nan, -nan, nan
1.614, -2.05652, -4.46884, -nan, nan, -nan, nan
1.62, -2.08113, -4.4766, -nan, nan, -nan, nan
1.626, -2.10573, -4.48436, -nan, nan, -nan, nan
1.632, -2.13034, -4.49212, -nan, nan, -nan, nan
1.638, -2.15495, -4.49988, -nan, nan, -nan, nan
1.644, -2.17956, -4.50764, -nan, nan, -nan, nan
1.65, -2.20416, -4.5154, -nan, nan, -nan, nan
1.656, -2.22877, -4.52315, -nan, nan, -nan, nan
1.662, -2.25338, -4.53091, -nan, nan, -nan, nan
1.668, -2.27799, -4.53867, -nan, nan, -nan, nan
1.674, -2.3026, -4.54643, -nan, nan, -nan, nan
1.68, -2.3272, -4.55419, -nan, nan, -nan, nan
1.686, -2.35181, -4.56195, -nan, nan, -nan, nan
1.692, -2.37642, -4.56971, -nan, nan, -nan, nan
1.698, -2.40103, -4.57747, -nan, nan, -nan, nan
1.704, -2.42563, -4.58523, -nan, nan, -nan, nan
1.71, -2.45024, -4.59299, -nan, nan, -nan, nan
1.716, -2.47485, -4.60075, -nan, nan, -nan, nan
1.722, -2.49946, -4.6085, -nan, nan, -nan, nan
1.728, -2.52406, -4.61626, -nan, nan, -nan, nan
1.734, -2.54867, -4.62402, -nan, nan, -nan, nan
1.74, -2.57328, -4.63178, -nan, nan, -nan, nan
1.746, -2.59789, -4.63954, -nan, nan, -nan, nan
1.752, -2.6225, -4.6473, -nan, nan, -nan, nan
1.758, -2.6471, -4.65506, -nan, nan, -nan, nan
1.764, -2.67171, -4.66282, -nan, nan, -nan, nan
1.77, -2.69632, -4.67058, -nan, nan, -nan, nan
1.776, -2.72093, -4.67834, -nan, nan, -nan, nan
1.782, -2.74553, -4.68609, -nan, nan, -nan, nan
1.788, -2.77014, -4.69385, -nan, nan, -nan, nan
1.794, -2.79475, -4.70161, -nan, nan, -nan, nan
1.8, -2.81936, -4.70937, -nan, nan, -nan, nan
1.806, -2.84396, -4.71713, -nan, nan, -nan, nan
1.812, -2.86857, -4.72489, -nan, nan, -nan, nan
1.818, -2.89318, -4.73265, -nan, nan, -nan, nan
1.824, -2.91779, -4.74041, -nan, nan, -nan, nan
1.83, -2.9424, -4.74817, -nan, nan, -nan, nan
1.836, -2.967, -4.75593, -nan, nan, -nan, nan
1.842, -2.99161, -4.76369, -nan, nan, -nan, nan
1.848, -3.01622, -4.77144, -nan, nan, -nan, nan
1.854, -3.04083, -4.7792, -nan, nan, -nan, nan
1.86, -3.06543, -4.78696, -nan, nan, -nan, nan
1.866, -3.09004, -4.79472, -nan, nan, -nan, nan
1.872, -3.11465, -4.80248, -nan, nan, -nan, nan
1.878, -3.13926, -4.81024, -nan, nan, -nan, nan
1.884, -3.16386, -4.818, -nan, nan, -nan, nan
1.89, -3.18847, -4.82576, -nan, nan, -nan, nan
1.896, -3.21308, -4.83352, -nan, nan, -nan, nan
1.902, -3.23769, -4.84128, -nan, nan, -nan, nan
1.908, -3.2623, -4.84903, -nan, nan, -nan, nan
1.914, -3.2869, -4.85679, -nan, nan, -nan, nan
1.92, -3.31151, -4.86455, -nan, nan, -nan, nan
1.926, -3.33612, -4.87231, -nan, nan, -nan, nan
1.932, -3.36073, -4.88007, -nan, nan, -nan, nan
1.938, -3.38533, -4.88783, -nan, nan, -nan, nan
1.944, -3.40994, -4.89559, -nan, nan, -nan, nan
1.95, -3.43455, -4.90335, -nan, nan, -nan, nan
1.956, -3.45916, -4.91111, -nan, nan, -nan, nan
1.962, -3.48376, -4.91887, -nan, nan, -nan, nan
1.968, -3.50837, -4.92663, -nan, nan, -nan, nan
1.974, -3.53298, -4.93438, -nan, nan, -nan, nan
1.98, -3.55759, -4.94214, -nan, nan, -nan, nan
1.986, -3.5822, -4.9499, -nan, nan, -nan, nan
1.992, -3.6068, -4.95766, -nan, nan, -nan, nan
1.998, -3.63141, -4.96542, -nan, nan, -nan, nan
2.004, -3.65602, -4.97318, -nan, nan, -nan, nan
2.01, -3.68063, -4.98094, -nan, nan, -nan, nan
2.016, -3.70523, -4.9887, -nan, nan, -nan, nan
2.022, -3.72984, -4.99646, -nan, nan, -nan, nan
2.028, -3.75445, -5.00422, -nan, nan, -nan, nan
2.034, -3.77906, -5.01197, -nan, nan, -nan, nan
2.04, -3.80366, -5.01973, -nan, nan, -nan, nan
2.046, -3.82827, -5.02749, -nan, nan, -nan, nan
2.052, -3.85288, -5.03525, -nan, nan, -nan, nan
2.058, -3.87749, -5.04301, -nan, nan, -nan, nan
2.064, -3.9021, -5.05077, -nan, nan, -nan, nan
2.07, -3.9267, -5.05853, -nan, nan, -nan, nan
2.076, -3.95131, -5.06629, -nan, nan, -nan, nan
2.082, -3.97592, -5.07405, -nan, nan, -nan, nan
2.088, -4.00053, -5.08181, -nan, nan, -nan, nan
2.094, -4.02513, -5.08957, -nan, nan, -nan, nan
2.1, -4.04974, -5.09732, -nan, nan, -nan, nan
2.106, -4.07435, -5.10508, -nan, nan, -nan, nan
2.112, -4.09896, -5.11284, -nan, nan, -nan, nan
2.118, -4.12356, -5.1206, -nan, nan, -nan, nan
2.124, -4.14817, -5.12836, -nan, nan, -nan, nan
2.13, -4.17278, -5.13612, -nan, nan, -nan, nan
2.136, -4.19739, -5.14388, -nan, nan, -nan, nan
2.142, -4.222, -5.15164, -nan, nan, -nan, nan
2.148, -4.2466, -5.1594, -nan, nan, -nan, nan
2.154, -4.27121, -5.16716, -nan, nan, -nan, nan
2.16, -4.29582, -5.17491, -nan, nan, -nan, nan
2.166, -4.32043, -5.18267, -nan, nan, -nan, nan
2.172, -4.34503, -5.19043, -nan, nan, -nan, nan
2.178, -4.36964, -5.19819, -nan, nan, -nan, nan
2.184, -4.39425, -5.20595, -nan, nan, -nan, nan
2.19, -4.41886, -5.21371, -nan, nan, -nan, nan
2.196, -4.44346, -5.22147, -nan, nan, -nan, nan
2.202, -4.46807, -5.22923, -nan, nan, -nan, nan
2.208, -4.49268, -5.23699, -nan, nan, -nan, nan
